|Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
0||||||||1|05/01/2021|Vente|185000.0|5080.0||CHE|0471|DE VOGELAS|1370|VAL-REVERMONT|1|426|312.0|ZC|122||||||||||||0|1.0|Maison||97.0|5.0|S||2410.0
1||||||||1|05/01/2021|Vente|185000.0|5080.0||CHE|0471|DE VOGELAS|1370|VAL-REVERMONT|1|426|312.0|ZC|122||||||||||||0|3.0|Dépendance||0.0|0.0|S||2410.0
2||||||||1|06/01/2021|Vente|10.0||||B043|ROUGEMONT|1290|BEY|1|42||A|204||||||||||||0||||||BT||530.0
3||||||||1|04/01/2021|Vente|204332.0|7.0||ALL|0276|DES ECUREUILS|1310|BUELLAS|1|65||B|1325||||||||||||0|1.0|Maison||88.0|4.0|S||866.0
4||||||||1|06/01/2021|Vente|320000.0|87.0||RTE|0140|DE CERTINES|1250|MONTAGNAT|1|254||AZ|11||||||||||||0|1.0|Maison||168.0|5.0|S||1426.0
5||||||||1|06/01/2021|Vente|320000.0|87.0||RTE|0140|DE CERTINES|1250|MONTAGNAT|1|254||AZ|11||||||||||||0|3.0|Dépendance||0.0|0.0|S||1426.0
6||||||||2|04/01/2021|Vente|36.3||||B077|COMBET MAILLET|1250|CORVEISSIAT|1|125||C|1691||||||||||||0||||||BT||121.0
7||||||||1|04/01/2021|Vente|176000.0|210.0||RUE|0820|GEORGE SAND|1000|SAINT-DENIS-LES-BOURG|1|344||AC|181||29.0||||||||||1|3.0|Dépendance||0.0|0.0|||
8||||||||1|04/01/2021|Vente|176000.0|210.0||RUE|0820|GEORGE SAND|1000|SAINT-DENIS-LES-BOURG|1|344||AC|181||39.0||||||||||1|2.0|Appartement||71.0|3.0|||
9||||||||2|11/01/2021|Vente|400.0||||B085|PRE BROUILLET|1310|MONTCET|1|259||C|459||||||||||||0||||||P||460.0
10||||||||1|07/01/2021|Vente|4780.0||||B197|FEUSSAT|1340|FOISSIAT|1|163||WA|71||||||||||||0||||||T||6114.0
11||||||||1|07/01/2021|Vente|4780.0||||B197|FEUSSAT|1340|FOISSIAT|1|163||WA|71||||||||||||0||||||T||6114.0
12||||||||1|07/01/2021|Vente|4780.0||||B013|BERARDAN|1340|FOISSIAT|1|163||WA|155||||||||||||0||||||P||7105.0
13||||||||1|07/01/2021|Vente|4780.0||||B129|LES COMBETTES|1340|FOISSIAT|1|163||WB|277||||||||||||0||||||BS||4570.0
14||||||||2|04/01/2021|Vente|226700.0|173.0||CHE|0164|DU MOULIN DE POLAIZE|1310|POLLIAT|1|301||AA|289||||||||||||0|1.0|Maison||96.0|3.0|||
15||||||||1|08/01/2021|Vente|185000.0|46.0||RUE|0161|DES GRANGES BONNET|1960|PERONNAS|1|289||AD|31||||||||||||0|1.0|Maison||100.0|4.0|S||703.0
16||||||||1|07/01/2021|Vente|114500.0|179.0||RUE|0110|DE LA MAIRIE|1340|FOISSIAT|1|163||AB|302||||||||||||0|1.0|Maison||85.0|2.0|S||87.0
17||||||||1|11/01/2021|Vente|84000.0||||B005|SUR LE BIEF|1250|JASSERON|1|195||D|1056||||||||||||0||||||AB||816.0
18||||||||1|08/01/2021|Vente|145000.0||||B071|CHAMANDRE|1340|FOISSIAT|1|163||WC|214||||||||||||0||||||S||431.0
19||||||||1|08/01/2021|Vente|145000.0|8.0||IMP|0255|DE CHAMANDRE|1340|FOISSIAT|1|163||WC|215||||||||||||0|1.0|Maison||92.0|1.0|S||2480.0
20||||||||1|08/01/2021|Vente|145000.0||||B071|CHAMANDRE|1340|FOISSIAT|1|163||WC|216||||||||||||0||||||P||1280.0
21||||||||1|08/01/2021|Vente|145000.0||||B071|CHAMANDRE|1340|FOISSIAT|1|163||WC|217||||||||||||0||||||T||1367.0
22||||||||1|08/01/2021|Vente|145000.0||||B071|CHAMANDRE|1340|FOISSIAT|1|163||WC|218||||||||||||0||||||P||3600.0
23||||||||1|08/01/2021|Vente|145000.0||||B071|CHAMANDRE|1340|FOISSIAT|1|163||WC|396||||||||||||0||||||P||1503.0
24||||||||1|07/01/2021|Vente|169600.0|153.0||CHE|0135|DES MILLETTES|1160|DRUILLAT|1|151||C|517||||||||||||0|1.0|Maison||98.0|4.0|S||303.0
25||||||||1|08/01/2021|Vente|129150.0|110.0||RUE|0443|DU PRE PAQUIER|1750|SAINT-LAURENT-SUR-SAONE|1|370||A|680||97.0||||||||||1|3.0|Dépendance||0.0|0.0|||
26||||||||1|08/01/2021|Vente|129150.0|110.0||RUE|0443|DU PRE PAQUIER|1750|SAINT-LAURENT-SUR-SAONE|1|370||A|680||5.0|63.57|||||||||1|2.0|Appartement||64.0|3.0|||
27||||||||1|18/01/2021|Vente|178600.0||||B041|BRUX EST|1570|FEILLENS|1|159||AD|502||||||||||||0||||||P||11.0
28||||||||1|18/01/2021|Vente|178600.0|745.0||RTE|0027|DES BAISSES|1570|FEILLENS|1|159||AD|648||||||||||||0|1.0|Maison||110.0|4.0|S||472.0
29||||||||1|06/01/2021|Vente|11000.0||||B152|MAS DU LAIT|1240|DOMPIERRE-SUR-VEYLE|1|145||A|671||||||||||||0||||||P||65.0
30||||||||1|06/01/2021|Vente|11000.0||||B207|LES ROSSIERES|1240|DOMPIERRE-SUR-VEYLE|1|145||B|88||||||||||||0||||||T||7060.0
31||||||||1|06/01/2021|Vente|11000.0||||B194|PRE SAUTAY|1240|DOMPIERRE-SUR-VEYLE|1|145||B|89||||||||||||0||||||P||14300.0
32||||||||1|06/01/2021|Vente|11000.0||||B146|LES MARTINIERES|1240|DOMPIERRE-SUR-VEYLE|1|145||B|94||||||||||||0||||||T||11075.0
33||||||||1|06/01/2021|Vente|11000.0||||B047|CHARBONNIERES|1240|DOMPIERRE-SUR-VEYLE|1|145||B|108||||||||||||0||||||BS||7735.0
34||||||||1|04/01/2021|Vente|165000.0|22.0||RUE|1650|GEN DELESTRAINT|1000|BOURG-EN-BRESSE|1|53||AM|95||148.0|66.76|34.0||||||||2|2.0|Appartement||67.0|3.0|||
35||||||||1|04/01/2021|Vente|165000.0|22.0||RUE|1650|GEN DELESTRAINT|1000|BOURG-EN-BRESSE|1|53||AM|95||112.0||||||||||1|3.0|Dépendance||0.0|0.0|||
36||||||||1|06/01/2021|Vente|113960.0|1396.0||RTE|0117|DES GREFFETS|1440|VIRIAT|1|451||ZD|176||||||||||||0||||||S||383.0
37||||||||1|06/01/2021|Vente|113960.0|1396.0||RTE|0117|DES GREFFETS|1440|VIRIAT|1|451||ZD|178||||||||||||0||||||AB||131.0
38||||||||1|06/01/2021|Vente|113960.0||||B005|LES BAISSES|1440|VIRIAT|1|451||ZD|190||||||||||||0||||||S||5.0
39||||||||1|06/01/2021|Vente|113960.0||||B005|LES BAISSES|1440|VIRIAT|1|451||ZD|191||||||||||||0||||||AB||401.0
40||||||||1|06/01/2021|Vente|113960.0||||B005|LES BAISSES|1440|VIRIAT|1|451||ZD|192||||||||||||0||||||AB||14.0
41||||||||1|06/01/2021|Vente|113960.0||||B005|LES BAISSES|1440|VIRIAT|1|451||ZD|193||||||||||||0||||||AB||275.0
42||||||||1|06/01/2021|Vente|113960.0||||B005|LES BAISSES|1440|VIRIAT|1|451||ZD|195||||||||||||0||||||T||131.0
43||||||||1|06/01/2021|Vente|113960.0||||B005|LES BAISSES|1440|VIRIAT|1|451||ZD|199||||||||||||0||||||J||7.0
44||||||||1|06/01/2021|Vente|113960.0||||B005|LES BAISSES|1440|VIRIAT|1|451||ZD|202||||||||||||0||||||J||361.0
45||||||||1|04/01/2021|Vente|130000.0|68.0||LOT|A008|LES JACQUEMINS|1370|SAINT-ETIENNE-DU-BOIS|1|350||B|1506||||||||||||0|1.0|Maison||51.0|2.0|S||314.0
46||||||||1|04/01/2021|Vente|10000.0|32.0||AV|0231|DES ANCIENS COMBATTANTS|1000|BOURG-EN-BRESSE|1|53||AE|286||13.0||||||||||1|3.0|Dépendance||0.0|0.0|||
47||||||||1|04/01/2021|Vente|143000.0|1.0||CHE|0360|ST ROCH|1960|PERONNAS|1|289||AH|69||124.0||137.0|106.91|||||||2|2.0|Appartement||106.0|5.0|||
48||||||||1|04/01/2021|Vente|143000.0|1.0||CHE|0360|ST ROCH|1960|PERONNAS|1|289||AH|69||416.0||||||||||1|3.0|Dépendance||0.0|0.0|||
49||||||||1|05/01/2021|Vente en l'état futur d'achèvement|339000.0||||B025|LE VILLAGE|1000|SAINT-DENIS-LES-BOURG|1|344||AO|286||23.0||||||||||1|3.0|Dépendance||0.0|0.0|||
50||||||||1|05/01/2021|Vente en l'état futur d'achèvement|339000.0||||B025|LE VILLAGE|1000|SAINT-DENIS-LES-BOURG|1|344||AO|286||13.0||||||||||1|2.0|Appartement||115.0|4.0|||
51||||||||1|05/01/2021|Vente|57000.0|5.0||RUE|3560|DU STAND|1000|BOURG-EN-BRESSE|1|53||AZ|378||28.0|37.56|||||||||1|2.0|Appartement||37.0|1.0|||
52||||||||1|05/01/2021|Vente|57000.0|5.0||RUE|3560|DU STAND|1000|BOURG-EN-BRESSE|1|53||AZ|378||128.0||||||||||1|3.0|Dépendance||0.0|0.0|||
53||||||||1|07/01/2021|Vente|258000.0|183.0||RUE|0003|ANDRE PAGNEUX|1960|PERONNAS|1|289||AC|176||||||||||||0|1.0|Maison||117.0|4.0|S||840.0
54||||||||1|07/01/2021|Vente|258000.0|183.0||RUE|0003|ANDRE PAGNEUX|1960|PERONNAS|1|289||AC|176||||||||||||0|1.0|Maison||117.0|4.0|AG||551.0
55||||||||1|07/01/2021|Vente|72000.0|37.0||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|1|53||BE|195||385.0||415.0|64.14|||||||2|2.0|Appartement||61.0|3.0|||
56||||||||1|07/01/2021|Vente|72000.0|37.0||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|1|53||BE|195||591.0||||||||||1|3.0|Dépendance||0.0|0.0|||
57||||||||1|07/01/2021|Vente|72000.0|37.0||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|1|53||BE|195||252.0||277.0||||||||2|2.0|Appartement||61.0|3.0|||
58||||||||1|07/01/2021|Vente|72000.0|37.0||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|1|53||BE|195||567.0||||||||||1|3.0|Dépendance||0.0|0.0|||
59||||||||1|11/01/2021|Vente|150000.0|870.0||RUE|0150|DE MAJORNAS|1440|VIRIAT|1|451||BI|213||||||||||||0|1.0|Maison||100.0|5.0|S||385.0
60||||||||1|13/01/2021|Vente|107000.0|29.0||RTE|0125|DE PALORDET|1310|MONTRACOL|1|264||A|831||||||||||||0|1.0|Maison||82.0|3.0|S||535.0
61||||||||1|12/01/2021|Vente|184000.0|5167.0|||B058|VILLAGE|1270|PIRAJOUX|1|296||ZL|238||||||||||||0|1.0|Maison||98.0|5.0|S||861.0
62||||||||1|12/01/2021|Vente en l'état futur d'achèvement|196000.0||||B025|LE VILLAGE|1000|SAINT-DENIS-LES-BOURG|1|344||AO|286||10.0||||||||||1|2.0|Appartement||70.0|3.0|||
63||||||||1|12/01/2021|Vente en l'état futur d'achèvement|196000.0||||B025|LE VILLAGE|1000|SAINT-DENIS-LES-BOURG|1|344||AO|286||19.0||||||||||1|3.0|Dépendance||0.0|0.0|||
64||||||||1|13/01/2021|Vente|267800.0|505.0||CHE|0070|DE LA BERGADERIE|1370|SAINT-ETIENNE-DU-BOIS|1|350||C|1248||||||||||||0|3.0|Dépendance||0.0|0.0|S||1567.0
65||||||||1|13/01/2021|Vente|267800.0|505.0||CHE|0070|DE LA BERGADERIE|1370|SAINT-ETIENNE-DU-BOIS|1|350||C|1248||||||||||||0|1.0|Maison||121.0|4.0|S||1567.0
66||||||||1|13/01/2021|Vente|267800.0|505.0||CHE|0070|DE LA BERGADERIE|1370|SAINT-ETIENNE-DU-BOIS|1|350||C|1248||||||||||||0|3.0|Dépendance||0.0|0.0|AG||700.0
67||||||||1|13/01/2021|Vente|267800.0|505.0||CHE|0070|DE LA BERGADERIE|1370|SAINT-ETIENNE-DU-BOIS|1|350||C|1248||||||||||||0|1.0|Maison||121.0|4.0|AG||700.0
68||||||||1|14/01/2021|Vente|53000.0||||B018|LES BLANCS D EN HAUT|1851|MARBOZ|1|232||ZE|180||||||||||||0||||||AB||607.0
69||||||||1|13/01/2021|Vente|39000.0||||B169|TERRE DE RIPPE|1270|COLIGNY|1|108||ZD|71||||||||||||0||||||AB||2030.0
70||||||||1|13/01/2021|Vente|221831.0|3.0||LOT|A088|LE CLOS DU BIOLAY|1370|SAINT-ETIENNE-DU-BOIS|1|350||AA|38||||||||||||0|1.0|Maison||104.0|4.0|S||713.0
71||||||||1|11/01/2021|Vente|423640.0|85.0||RUE|0060|FRATEL|1250|JASSERON|1|195||AD|50||||||||||||0|1.0|Maison||117.0|4.0|S||767.0
72||||||||1|11/01/2021|Vente|423640.0|85.0||RUE|0060|FRATEL|1250|JASSERON|1|195||AD|50||||||||||||0|3.0|Dépendance||0.0|0.0|S||767.0
73||||||||1|11/01/2021|Vente|423640.0|85.0||RUE|0060|FRATEL|1250|JASSERON|1|195||AD|50||||||||||||0|1.0|Maison||119.0|4.0|S||767.0
74||||||||1|11/01/2021|Vente|423640.0||||B156|LE VILLAGE|1250|JASSERON|1|195||AD|335||||||||||||0||||||S||29.0
75||||||||1|06/01/2021|Vente|158000.0||||B053|ECAILLER|1250|HAUTECOURT-ROMANECHE|1|184||AO|92||||||||||||0||||||P||1018.0
76||||||||1|06/01/2021|Vente|158000.0|149.0|A|RUE|0275|DES GRANDS CHAMPS|1250|HAUTECOURT-ROMANECHE|1|184||AO|243||||||||||||0|1.0|Maison||110.0|4.0|S||722.0
77||||||||1|06/01/2021|Vente|158000.0|149.0|A|RUE|0275|DES GRANDS CHAMPS|1250|HAUTECOURT-ROMANECHE|1|184||AO|243||||||||||||0|3.0|Dépendance||0.0|0.0|S||722.0
78||||||||1|06/01/2021|Vente|158000.0|149.0|D|RUE|0275|DES GRANDS CHAMPS|1250|HAUTECOURT-ROMANECHE|1|184||AO|244||||||||||||0|1.0|Maison||130.0|7.0|S||499.0
79||||||||1|06/01/2021|Vente|158000.0|149.0|D|RUE|0275|DES GRANDS CHAMPS|1250|HAUTECOURT-ROMANECHE|1|184||AO|244||||||||||||0|1.0|Maison||106.0|4.0|S||499.0
80||||||||1|06/01/2021|Vente|158000.0|149.0|C|RUE|0275|DES GRANDS CHAMPS|1250|HAUTECOURT-ROMANECHE|1|184||AO|246||||||||||||0|1.0|Maison||64.0|3.0|S||174.0
81||||||||1|06/01/2021|Vente|158000.0|149.0|E|RUE|0275|DES GRANDS CHAMPS|1250|HAUTECOURT-ROMANECHE|1|184||AO|361||||||||||||0|4.0|Local industriel. commercial ou assimilé||63.0|0.0|S||199.0
82||||||||1|06/01/2021|Vente|158000.0||||B053|ECAILLER|1250|HAUTECOURT-ROMANECHE|1|184||AO|364||||||||||||0||||||S||37.0
83||||||||1|06/01/2021|Vente|243000.0|101.0||ALL|2844|DU PAVILLON|1000|BOURG-EN-BRESSE|1|53||AE|314||204.0|89.62|||||||||1|2.0|Appartement||90.0|4.0|||
84||||||||1|06/01/2021|Vente|243000.0|127.0||ALL|2844|DU PAVILLON|1000|BOURG-EN-BRESSE|1|53||AE|314||62.0||||||||||1|3.0|Dépendance||0.0|0.0|||
85||||||||1|08/01/2021|Vente|495.0||||B008|CHASSAGNE|1340|BRESSE VALLONS|1|130||A|351||||||||||||0||||||T||3812.0
86||||||||1|08/01/2021|Vente|6021.0||||B017|LES LAURENTS|1340|BRESSE VALLONS|1|130||B|387||||||||||||0||||||T||2080.0
87||||||||1|08/01/2021|Vente|6021.0||||B017|LES LAURENTS|1340|BRESSE VALLONS|1|130||B|388||||||||||||0||||||T||9380.0
88||||||||1|08/01/2021|Vente|6021.0||||B017|LES LAURENTS|1340|BRESSE VALLONS|1|130||B|390||||||||||||0||||||T||2830.0
89||||||||1|08/01/2021|Vente|6021.0||||B017|LES LAURENTS|1340|BRESSE VALLONS|1|130||B|391||||||||||||0||||||T||1780.0
90||||||||1|08/01/2021|Vente|6021.0||||B017|LES LAURENTS|1340|BRESSE VALLONS|1|130||B|392||||||||||||0||||||T||3792.0
91||||||||1|08/01/2021|Vente|6021.0||||B017|LES LAURENTS|1340|BRESSE VALLONS|1|130||B|393||||||||||||0||||||T||2886.0
92||||||||1|08/01/2021|Vente|6021.0||||B017|LES LAURENTS|1340|BRESSE VALLONS|1|130||B|397||||||||||||0||||||T||2925.0
93||||||||1|08/01/2021|Vente|6021.0||||B017|LES LAURENTS|1340|BRESSE VALLONS|1|130||B|398||||||||||||0||||||T||3809.0
94||||||||1|08/01/2021|Vente|6021.0||||B017|LES LAURENTS|1340|BRESSE VALLONS|1|130||B|399||||||||||||0||||||P||5937.0
95||||||||1|18/01/2021|Vente|80000.0|19.0||CHE|0100|DU DIVOZET|1250|REVONNAS|1|321||B|72||||||||||||0|1.0|Maison||79.0|3.0|S||53.0
96||||||||1|18/01/2021|Vente|80000.0||||B109|AU VILLAGE|1250|REVONNAS|1|321||B|78||||||||||||0||||||J||290.0
97||||||||1|11/01/2021|Vente|185000.0|8.0||AV|2350|LOUIS JOURDAN|1000|BOURG-EN-BRESSE|1|53||AD|519||26.0||90.0|114.02|||||||2|2.0|Appartement||115.0|5.0|||
98||||||||1|11/01/2021|Vente|185000.0|8.0||AV|2350|LOUIS JOURDAN|1000|BOURG-EN-BRESSE|1|53||AD|519||236.0||||||||||1|3.0|Dépendance||0.0|0.0|||
99||||||||1|06/01/2021|Vente|11946.0||||B092|CHAMP MARGOT|1340|FOISSIAT|1|163||WK|108||||||||||||0||||||T||54300.0
100||||||||1|14/01/2021|Vente|195000.0|211.0||ALL|0059|DES PLATIERES|1290|CORMORANCHE-SUR-SAONE|1|123||A|1150||||||||||||0|3.0|Dépendance||0.0|0.0|S||646.0
101||||||||1|14/01/2021|Vente|195000.0|211.0||ALL|0059|DES PLATIERES|1290|CORMORANCHE-SUR-SAONE|1|123||A|1150||||||||||||0|1.0|Maison||100.0|4.0|S||646.0
102||||||||1|14/01/2021|Vente|195000.0|211.0||ALL|0059|DES PLATIERES|1290|CORMORANCHE-SUR-SAONE|1|123||A|1150||||||||||||0|1.0|Maison||74.0|3.0|S||646.0
103||||||||1|06/01/2021|Vente|337000.0|31.0||RUE|0124|DES VERCHERES|1290|BEY|1|42||A|610||||||||||||0|1.0|Maison||123.0|4.0|S||823.0
104||||||||1|13/01/2021|Vente|175000.0||||B259|AUX VANNIERS|1190|CHAVANNES-SUR-REYSSOUZE|1|94||C|976||||||||||||0||||||P||1371.0
105||||||||1|13/01/2021|Vente|175000.0|2893.0||RTE|0385|DE MANTENAY|1190|CHAVANNES-SUR-REYSSOUZE|1|94||C|977||||||||||||0|1.0|Maison||90.0|4.0|S||608.0
106||||||||1|13/01/2021|Vente|175000.0|28.0||RTE|0255|DE CHARNAY|1190|CHAVANNES-SUR-REYSSOUZE|1|94||C|1837||||||||||||0||||||S||72.0
107||||||||1|13/01/2021|Vente|175000.0||||B259|AUX VANNIERS|1190|CHAVANNES-SUR-REYSSOUZE|1|94||C|1839||||||||||||0||||||S||13.0
108||||||||1|15/01/2021|Vente|76000.0|24.0||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|1|53||BD|278||420.0||||||||||1|3.0|Dépendance||0.0|0.0|||
109||||||||1|15/01/2021|Vente|76000.0|24.0||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|1|53||BD|278||421.0||||||||||1|3.0|Dépendance||0.0|0.0|||
110||||||||1|15/01/2021|Vente|76000.0|24.0||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|1|53||BD|278||369.0||||||||||1|2.0|Appartement||40.0|2.0|||
111||||||||1|15/01/2021|Vente|76000.0|24.0||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|1|53||BD|278||332.0||||||||||1|3.0|Dépendance||0.0|0.0|||
112||||||||1|06/01/2021|Vente|250000.0||||B082|LES JANSATES|1290|CROTTET|1|134||AC|117||||||||||||0||||||P||1645.0
113||||||||1|06/01/2021|Vente|250000.0|982.0||RTE|0013|DE BAGE|1290|CROTTET|1|134||AC|118||||||||||||0|1.0|Maison||140.0|6.0|S||873.0
114||||||||1|04/01/2021|Vente|267885.0|387.0||RUE|0054|DU BOURG|1750|REPLONGES|1|320||AC|86||||||||||||0|1.0|Maison||124.0|5.0|S||896.0
115||||||||1|04/01/2021|Vente|267885.0|387.0||RUE|0054|DU BOURG|1750|REPLONGES|1|320||AC|87||||||||||||0||||||S||34.0
116||||||||1|19/01/2021|Vente|40000.0|570.0||RTE|0066|DE GRANDVAL|1560|SAINT-TRIVIER-DE-COURTES|1|388||B|239||||||||||||0|1.0|Maison||133.0|4.0|S||7440.0
117||||||||1|19/01/2021|Vente|40000.0||||B075|GRANDVAL|1560|SAINT-TRIVIER-DE-COURTES|1|388||B|652||||||||||||0||||||P||440.0
118||||||||1|19/01/2021|Vente|40000.0||||B075|GRANDVAL|1560|SAINT-TRIVIER-DE-COURTES|1|388||B|652||||||||||||0||||||P||440.0
119||||||||1|14/01/2021|Vente|240000.0|12.0||RUE|0080|GABRIEL VICAIRE|1160|PONT-D AIN|1|304||AL|50||||||||||||0|1.0|Maison||144.0|5.0|S||412.0
120||||||||1|14/01/2021|Vente|240000.0||||B092|SOUS LE PLAN|1160|PONT-D AIN|1|304||AL|51||||||||||||0||||||J||921.0
121||||||||2|14/01/2021|Echange|7000.0||||B262|VIRIAT|1440|VIRIAT|1|451||AI|187||||||||||||0||||||S||5.0
122||||||||2|14/01/2021|Echange|7000.0||||B262|VIRIAT|1440|VIRIAT|1|451||AI|189||||||||||||0||||||S||44.0
123||||||||3|14/01/2021|Echange|7000.0||||B262|VIRIAT|1440|VIRIAT|1|451||AI|39||||||||||||0||||||S||38.0
124||||||||3|14/01/2021|Echange|7000.0||||B262|VIRIAT|1440|VIRIAT|1|451||AI|206||||||||||||0||||||S||105.0
125||||||||1|15/01/2021|Vente|68000.0|118.0||PL|0082|DU FOURNIL|1340|FOISSIAT|1|163||AB|554||||||||||||0|4.0|Local industriel. commercial ou assimilé||100.0|0.0|S||227.0
126||||||||1|15/01/2021|Vente|68000.0|118.0||PL|0082|DU FOURNIL|1340|FOISSIAT|1|163||AB|554||||||||||||0|1.0|Maison||70.0|2.0|S||227.0
127||||||||1|12/01/2021|Vente|150000.0|2022.0||CHE|0230|DES THIETRES|1560|LESCHEROUX|1|212||B|631||||||||||||0|1.0|Maison||170.0|5.0|S||2719.0
128||||||||1|12/01/2021|Vente|150000.0||||B075|LE MOULIN|1560|LESCHEROUX|1|212||B|633||||||||||||0||||||S||101.0
129||||||||1|18/01/2021|Vente|15000.0||||B404|LE SAULE|1340|FOISSIAT|1|163||WH|411||||||||||||0||||||BS||6314.0
130||||||||1|18/01/2021|Vente|15000.0||||B214|LE GAINE|1340|FOISSIAT|1|163||WH|412||||||||||||0||||||BS||5008.0
131||||||||1|18/01/2021|Vente|15000.0||||B102|LE CHARBON|1340|FOISSIAT|1|163||WH|489||||||||||||0||||||BS||17831.0
132||||||||1|12/01/2021|Vente|115000.0|6.0||RUE|1070|DE CUIRON|1000|BOURG-EN-BRESSE|1|53||AV|44||290.0||||||||||1|3.0|Dépendance||0.0|0.0|||
133||||||||1|12/01/2021|Vente|115000.0|12.0||RUE|1070|DE CUIRON|1000|BOURG-EN-BRESSE|1|53||AV|44||152.0||182.0|64.15|191.0||||||3|2.0|Appartement||63.0|3.0|||
134||||||||1|13/01/2021|Vente|175000.0||||B130|SUR LE TREUT|1370|MEILLONNAS|1|241||ZE|390||||||||||||0||||||S||40.0
135||||||||1|13/01/2021|Vente|175000.0|5498.0||CHE|0570|DU TACOT|1370|MEILLONNAS|1|241||ZE|391||||||||||||0|1.0|Maison||105.0|5.0|AG||673.0
136||||||||1|13/01/2021|Vente|175000.0|5498.0||CHE|0570|DU TACOT|1370|MEILLONNAS|1|241||ZE|391||||||||||||0|1.0|Maison||105.0|5.0|S||674.0
137||||||||1|19/01/2021|Vente|150000.0||||B103|EN SCHAL|1250|CEYZERIAT|1|72||AI|373||||||||||||0||||||P||2523.0
138||||||||2|19/01/2021|Vente|950000.0|5383.0|||B103|EN SCHAL|1250|CEYZERIAT|1|72||AI|334||||||||||||0|1.0|Maison||280.0|6.0|S||1331.0
139||||||||2|19/01/2021|Vente|950000.0|5383.0|A||B103|EN SCHAL|1250|CEYZERIAT|1|72||AI|372||||||||||||0|3.0|Dépendance||0.0|0.0|S||500.0
140||||||||2|19/01/2021|Vente|950000.0|5383.0|A||B103|EN SCHAL|1250|CEYZERIAT|1|72||AI|372||||||||||||0|3.0|Dépendance||0.0|0.0|P||6825.0
141||||||||2|19/01/2021|Vente|950000.0||||B103|EN SCHAL|1250|CEYZERIAT|1|72||AI|374||||||||||||0||||||AG||150.0
142||||||||2|20/01/2021|Vente|10000.0||||B395|VERS L EGLISE|1370|VAL-REVERMONT|1|426|137.0|AC|499||||||||||||0||||||S||76.0
143||||||||1|14/01/2021|Vente|311500.0|30.0||CHE|0100|DES ROLIETTES|1160|PRIAY|1|314||D|2599||||||||||||0|1.0|Maison||126.0|5.0|S||734.0
144||||||||1|15/01/2021|Vente|5356.0||||B038|CHAMP DU POIRIER|1560|CURCIAT-DONGALON|1|139||WA|13||||||||||||0||||||P||4300.0
145||||||||1|15/01/2021|Vente|5356.0||||B110|HAM DES ECOPETS NORD|1560|VERNOUX|1|433||WA|18||||||||||||0||||||BS||735.0
146||||||||1|15/01/2021|Vente|5356.0||||B109|DOMAINE L AUMUSSE|1560|VERNOUX|1|433||WA|64||||||||||||0||||||T||4150.0
147||||||||1|15/01/2021|Vente|5356.0||||B109|DOMAINE L AUMUSSE|1560|VERNOUX|1|433||WA|68||||||||||||0||||||T||630.0
148||||||||1|15/01/2021|Vente|5356.0||||B031|LES COMMUNES|1560|VERNOUX|1|433||WA|70||||||||||||0||||||T||7330.0
149||||||||1|15/01/2021|Vente|5356.0||||B031|LES COMMUNES|1560|VERNOUX|1|433||WA|78||||||||||||0||||||P||4040.0
150||||||||1|15/01/2021|Vente|5356.0||||B118|DOMAINE DE L AUMUSSE SUD|1560|VERNOUX|1|433||WB|67||||||||||||0||||||BS||7458.0
151||||||||1|15/01/2021|Vente|5356.0||||B088|RIPPE DES COTES|1560|VERNOUX|1|433||WB|117||||||||||||0||||||T||21460.0
152||||||||1|14/01/2021|Vente|200.0||||B113|EN GEFFE|1190|CHAVANNES-SUR-REYSSOUZE|1|94||A|130||||||||||||0||||||T||1681.0
153||||||||1|18/01/2021|Vente|95000.0|207.0||RTE|0142|DE SAINT TRIVIER|1560|CURCIAT-DONGALON|1|139||E|255||||||||||||0|1.0|Maison||120.0|4.0|S||735.0
154||||||||1|18/01/2021|Vente|95000.0||||B063|CURCIAT|1560|CURCIAT-DONGALON|1|139||E|748||||||||||||0||||||S||78.0
155||||||||1|15/01/2021|Vente|21457.16||||B061|LE CLOS|1190|CHAVANNES-SUR-REYSSOUZE|1|94||C|15||||||||||||0||||||T||1811.0
